# Expression Atlas version: 0.1.4-SNAPSHOT
# Query: Genes matching: '' exactly, specifically expressed in any Developmental stage above the expression level cutoff: -0.1 in experiment E-MTAB-2812, filtered by Sex: hermaphrodite and Organism part: organism
# Timestamp: Tue, 28-Apr-2015 03:38:09
Gene ID	Gene Name	3-fold embryo Ce	4-cell embryo Ce	L1 larva Ce	L2 larva Ce	L2d-dauer molt Ce	L3 larva Ce	L4 larva Ce	adult Ce	dauer larva Ce	elongating embryo Ce	enclosing embryo Ce	fully-elongated embryo Ce	gastrulating embryo Ce	late cleavage stage embryo Ce	newly molted young adult hermaphrodite Ce	post dauer stage Ce	proliferating embryo Ce
WBGene00006110	str-45	0.2	0	0.2	0.2	0	0	0	0	0.2	0.1	0	0.3	0.1	0.1	0	0	0
WBGene00006111	str-46	0	0	0.1	0	0.2	0	0	0	0.1	0	0.2	0	0.2	0	0	0.1	0.1
WBGene00006112	str-47	0.4	0	0	0	0.1	0	0	0	0.2	0	0.2	0.6	0	0.2	0	0.1	0
WBGene00006113	str-48	0	0	0.1	0.1	0.2	0	0	0	0.8	0	0	0.6	0	0.1	0	0.4	0
WBGene00006114	str-49	1	0	0.1	0.5	1	0.2	0.2	0	0.5	0	0.1	2	0	0	0.2	0	0.1
WBGene00006115	str-50	0	0	0.4	0.2	0	0	0	0	0	0	0	0.1	0	0	0	0	0
WBGene00006116	str-51	0	0	0	0	0.7	0	0	0	0.2	0	0	0.1	0	0.2	0	0.2	0
WBGene00006117	str-52	0	0.2	0	0	0.1	0	0	0	0.1	0	0	0	0	0	0	0.1	0
WBGene00006118	str-53	0	0	0.1	0	0.2	0	0	0	0.5	0	0.1	0	0	0	0	0.2	0
WBGene00006119	str-54	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0.1	0	0	0
WBGene00006120	str-55	0	0	0	0	0.2	0	0	0	0.1	0.1	0	0	0.8	0.1	0	0.1	1
WBGene00006121	str-56	0	0	0	0	0.4	0	0	0	0.9	0	0	0.3	0	0	0	0.5	0
WBGene00006122	str-57	0.5	0	0.3	0	0.3	0	0	0	1	0	0.1	0.6	0	0.2	0	1	0
WBGene00006123	str-58	0	0	0.2	0	0.7	0	0	0	2	0	0.1	0.1	0.1	0	0	0.2	0
WBGene00006124	str-60	0	0	0	0	0	0	0	0	0.1	0	0.1	0	0	0	0	0	0
WBGene00006125	str-61	0	0	0	0	0.1	0	0	0	0.2	0	0.1	0.1	0	0.1	0	0.1	0
WBGene00006126	str-63	0	0	0.7	0	0	0	0.1	0	0.4	0	0.1	0	0	0.1	0	0.1	0
WBGene00006127	str-64	0	0	0.6	0	0.7	0.1	0	0	1	0	0	0.2	0	0	0	0.8	0
WBGene00006128	str-66	0	0	0.1	0	0.2	0	0	0	0.4	0	0.2	0.4	0	0.1	0	0.3	0
WBGene00006129	str-67	0	0	0.6	0.1	0	0	0	0	0.1	0	0.1	0	0.1	0	0	0	0.3
WBGene00006130	str-68	0	0.5	0	0	0.3	0	0	0	0.1	0	0.4	0.3	1	0.1	0.1	0.1	0.8
WBGene00006131	str-69	0	0	0.1	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0
WBGene00006132	str-70	0	0	0	0	0.8	0	0	0	1	0	0.1	0	0.1	0.1	0	0.3	0
WBGene00006133	str-71	0	0	0	0	0	0	0	0	0.2	0	0.1	0.1	0	0	0	0.1	0
WBGene00006134	str-73	0.5	0	0	0	0.6	0	0	0	0.5	0.2	0.1	0.5	0.5	0.1	0	0.2	0.1
WBGene00006135	str-74	0	0	0.1	0	0.3	0	0.3	0	0.3	0	0.2	0.4	0	0	0.3	0.7	0
WBGene00006136	str-76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00006137	str-77	0	0	0	0	0.7	0	0	0	1	0	0.1	0.2	0	0	0	0.2	0
WBGene00006138	str-78	0	0	0.3	0	0.4	0	0.1	0	0.9	0	0	0.1	0	0	0.2	0.3	0
WBGene00006139	str-79	0	0	0.1	0.1	0	0	0	0	0	0	0.1	0.7	0.2	0	0	0	0.1
WBGene00006140	str-81	1	0.2	0.2	0	0	0	0	0	0.4	3	2	2	3	3	0	0.2	2
WBGene00006141	str-82	0	0	0	0	0	0	0	0	0.8	0	0	0.3	0	0.1	0	0.1	0
WBGene00006142	str-83	0	0	0	0.7	0.7	0	0	0	0.6	0	0	0.3	0	0	0	0.6	0
WBGene00006143	str-84	0	0	0.4	0	0	0.4	0.3	0	0	0	0.1	0	0	0	0	0	0
WBGene00006144	str-85	0	0	0	0	1	0	0	0	2	0	0.1	0	0	0	0	0.5	0
WBGene00006145	str-86	0	0	0	0	0.5	0	0	0	0.8	0	0.1	0	0	0	0	0.3	0
WBGene00006146	str-87	0	0	1	0	1	0	0.4	0.1	2	0	0.2	0.2	0	0	0.5	0.9	0
WBGene00006147	str-88	0	0	0	0	2	0	0	0	4	0	0.2	0	0	0	0	2	0
WBGene00006148	str-89	0.3	0	0.6	0.5	0	0	0.1	0	0.1	0	0	0.8	0.1	0	0	0	0.2
WBGene00006149	str-90	0	0	0.3	0	0	0	0.1	0	0.2	0	0.1	0.3	0	0	0.1	0.2	0
WBGene00006150	str-92	0	0.2	2	0.1	0.2	0.1	0.1	0	0.1	0	0.2	0.1	0.1	0	0	0.2	0
WBGene00006151	str-93	0	0	0.4	0	0.1	0	0	0	0.1	0	0.3	0.3	0	0.1	0	0	0
WBGene00006152	str-94	0.6	0	0.4	0.3	4	0.3	0.4	0	6	0.2	0.1	1	0	0.1	0.1	5	0.1
WBGene00006153	str-96	0.3	0	1	0.3	0.2	0	0	0	0.4	0	0	0.6	0.1	0	0.1	0.5	0.1
WBGene00006154	str-97	0	0	3	0	1	0	0	0	0.7	0	0.3	0.5	0	0	0	1	0
WBGene00006155	str-99	0	0	0	0.2	0.6	0	0	0	0.5	0	0.1	0.1	0	0.2	0	0.2	0
WBGene00006156	str-101	0	0	0.1	0	0.5	0	0	0	0.6	0	0.4	0	0	0.1	0	0.2	0
WBGene00006157	str-102	0	0	0	0	0	0	0	0	0.3	0	0.2	0	0	0	0	0	0
WBGene00006158	str-103	0	0	0.1	0	2	0	0	0	2	0	0.3	0	0	0.1	0	0.1	0
WBGene00006159	str-106	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00006160	str-108	0	0	0	0	0.4	0	0	0	1	0	0	0	0	0	0	0.5	0
WBGene00006161	str-109	0	0	0.2	0	0.8	0	0	0	1	0	0.1	0.3	0	0	0	0.4	0
WBGene00006162	str-111	0	0	0.2	0.1	0.3	0.1	0.1	0	0.3	0	0.1	0.2	0	0	0	0.1	0
WBGene00006163	str-112	0	0	3	0.4	0.1	0.2	0.2	0.2	0.7	0	0.1	0.5	0.1	0	0.2	0.4	0
WBGene00006164	str-113	0	0.3	0.3	0	0.8	0	0	0	0.9	0	0	0.3	0.1	0	0	0.4	0.5
WBGene00006165	str-114	0	0	0.3	0	0.3	0	0	0.1	1	0	0	0	0	0	0	0.3	0
WBGene00006166	str-115	0	0	0	0	0.5	0	0	0	0.6	0	0.1	0	0	0	0.1	0	0
WBGene00006167	str-116	0.2	0	0.2	0	0.2	0	0.4	0	0.3	0.1	0.4	0.5	0	0.1	0.1	0.3	0
WBGene00006168	str-117	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	1	0
WBGene00006169	str-118	0.1	0.1	1	2	0.5	0	0.1	0	0.6	0.3	0.4	0.2	0.4	0.4	0.1	0.2	0.3
WBGene00006170	str-119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00006171	str-120	0	0	0	0	0.1	0	0	0	0.3	0	0	0	0	0	0	0.2	0
WBGene00006172	str-121	0.1	0	0.4	0.1	0.2	0.1	0.3	0	0.6	0.2	0.1	0.6	0.5	0.5	0	0.2	0.4
WBGene00006173	str-122	0	0	0.1	0	0.1	0	0	0	0.1	0	0	0.4	0.8	0	0	0	0.6
WBGene00006174	str-123	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0.9	0
WBGene00006175	str-124	0.1	0	0.2	0	1	0	0	0	1	0	0	0.6	0	0	0	0.6	0
WBGene00006176	str-125	1	0	0.1	0	0.4	0	0	0	0.8	1	0.4	1	0	0.2	0	0.1	0.1
WBGene00006177	str-128	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0
WBGene00006178	str-129	0	0	0	0	0.2	0	0.1	0	1	0	0.1	0.1	0	0	0	0.2	0
WBGene00006179	str-130	0	0	0.5	0	3	0	0.1	0	6	0	0	0	0	0	0	2	0
WBGene00006180	str-131	0	0	0.4	0.6	2	0.4	0.7	0	4	0	0	0.5	0	0	0.3	2	0
WBGene00006181	str-133	0	0	0.3	0	0.1	0	0	0	0.2	0	0	0	0.2	0	0	0.5	0
WBGene00006182	str-134	0	0	0	0	0.4	0	0.1	0	2	0	0.2	0	0	0	0	0.7	0
WBGene00006183	str-135	0	0	0.7	0.1	0.4	0.3	0.5	0	0.8	0	0.2	0.6	0	0	0.5	0.7	0
WBGene00006184	str-136	0	0	0	0	0.6	0	0	0	0.5	0	0.1	0	0	0	0	0.3	0
WBGene00006185	str-137	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.2	0.1	0
WBGene00006186	str-139	0.2	0	0.1	0.1	0.1	0.2	0.5	0	0.7	0.7	1	0.6	0.1	1	0	0.2	0
WBGene00006187	str-138	0.9	0	0.1	0.1	0.5	0.1	0.3	0	0.8	0.3	0	2	0	0.5	0	1	0.2
WBGene00006188	str-140	0.1	0	0	0	0.1	0	0.1	0	0.1	0	0	0.2	0	0	0	0.1	0
WBGene00006189	str-141	0	0.1	0.1	0.2	0.7	0.2	0.2	0	0.6	0.2	0.5	0.4	0.5	0.2	0.4	0.6	0.2
WBGene00006190	str-143	0.1	0.2	0	0	4	0	0	0	8	0	0	0.4	0	0	0	7	0
WBGene00006191	str-144	2	0	0.2	0.2	4	0.1	0.4	0	8	0.8	0.1	2	0	0.5	0.3	3	0
WBGene00006192	str-145	0	0	0	0	2	0.1	0	0	3	0	0	0	0.3	0	0	2	0
WBGene00006193	str-146	0	0	0.3	0.1	0.8	0.4	2	0	1	0	0	0.2	0	0	0.8	1	0
WBGene00006194	str-147	0.3	0	0.5	0	0.3	0.1	0.1	0	0.4	2	0.7	1	0.1	1	0	0.1	0
WBGene00006195	str-148	5	0	0	0	0.2	0.1	0.2	0.1	0.4	3	3	5	8	4	0.2	0.3	4
WBGene00006196	str-149	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0
WBGene00006197	str-150	0	0	0.3	0.1	0.8	0	0	0	2	0	0.1	0.3	0	0	0	0.4	0
WBGene00006198	str-151	0	0	0.5	0	0.2	0	0.1	0	0.4	0	0.1	0	0.5	0.1	0	0.1	0.2
WBGene00006199	str-153	0	0	0.1	0	0.1	0	0	0	0.3	0	0.2	0.2	0	0	0	0.1	0
WBGene00006200	str-154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00006201	str-155	0	0	0.7	0	0.3	0	0.2	0	0.7	0	0	0.1	0	0	0	0.2	0
WBGene00006202	str-156	0	0	0.1	0	0	0	0	0	0	0	0.1	0.2	0	0	0	0	0
WBGene00006203	str-158	0	0	0	0	0.3	0	0	0	0.3	0	0	0	0	0	0	0	0
WBGene00006204	str-159	0	0	0	0	0	0	0	0	0.1	0	0.2	0	0	0	0	0	0
WBGene00006205	str-160	0	0	0.3	0	0.1	0	0	0	0.1	0	0	0.3	0	0	0	0.3	0
WBGene00006206	str-161	0	0	0	0	0	0	0	0	0.6	0	0.2	0	0	0	0.3	0.5	0
WBGene00006207	str-162	0	0	3	0.1	0.5	0.2	0.1	0	0.9	0	0	0	0	0.2	0	0.9	0
WBGene00006208	str-163	0	0	0.7	0.2	1	0.3	1	0	1	0	0.1	0.3	0.1	0	0.5	0.5	0
WBGene00006209	str-164	0	0	0.7	0	0.2	0	0.2	0	0.6	0	0	0.4	0.1	0	0.4	0.3	0
WBGene00006210	str-165	0	0	0.2	0	0.1	0.2	0.2	0	0.2	0	0.1	0.2	0.2	0.2	0	0.1	0
WBGene00006211	str-166	0	0	2	0.2	0.7	0.1	0	0	2	0	0.1	0.7	0.3	0	0	0.5	0.4
WBGene00006212	str-168	1	0	0.4	0.4	1	0.7	1	0	0.7	0.4	0	1	0	0.3	0.5	0.5	0
WBGene00006213	str-169	0.1	0	0.7	0.3	3	0	0.2	0	4	0	0	0.6	0	0	0.1	2	0
WBGene00006214	str-170	0	0.4	0.4	0	0.7	0	0	0	1	0	0.3	0.2	0.9	0.1	0	1	0.4
WBGene00006215	str-171	0	0.4	0.1	0	0.4	0.1	0	0.1	1	0	0.9	0.3	0.9	0.4	0.4	0.6	0.8
WBGene00006216	str-172	0	0.3	0.1	0	0.7	0	0	0	0.8	0	0.2	0.2	0.4	0	0.1	0.3	0.4
WBGene00006217	str-173	30	0	0	0	1	0	0.1	0	0.9	12	0.2	8	0.2	2	0.1	0.3	0.5
WBGene00006218	str-174	0	0	0	0	0	0	0	0	0.1	0	0.1	0	0	0.1	0	0.2	0
WBGene00006219	str-175	0	0	0	0.2	0.3	0	0	0.1	0.3	0	0.1	0.1	0	0	0	0	0
WBGene00006220	str-176	0	0.2	17	4	50	14	3	5	57	0	0	2	0	0.1	10	35	0
WBGene00006221	str-177	0.1	0.1	0.2	0	2	0	0	0	3	0.2	0.1	0.5	0.2	0.3	0	2	0
WBGene00006222	str-178	0	0	0.1	0	0.1	0	0	0	0.2	0	0	0.3	0	0	0	0.4	0
WBGene00006223	str-179	1	0	0	0	0.1	0	0.1	0.3	0.4	2	2	2	4	3	0.3	0.1	3
WBGene00006224	str-180	0.2	0	0	0	0.2	0.2	1	0.1	0	0	0.1	1	0	0.2	0.7	0	0
WBGene00006225	str-181	0	0	0.1	0	0	0	0	0	0.1	0	0.1	0.2	0	0	0	0.1	0
WBGene00006226	str-182	0.2	0	1	0	0.7	0.1	0.1	0	0.4	0.2	0.1	0.6	0.2	0.4	0.2	0.5	0
WBGene00006227	str-183	0.1	0	2	0.2	0.5	0.2	0.4	0.1	1	0.1	0.1	0.8	0	0.1	0.2	0.3	0
WBGene00006228	str-185	1	0	0.1	0.3	2	0	0	0	1	0	0.1	2	0	0	0	1	0
WBGene00006229	str-187	0	0	0.1	0	0.2	0.3	0.3	0	0.4	0.2	0.3	0.7	0	0.2	0	0.2	0.1
WBGene00006230	str-188	0	0	0.1	0	0.4	0	0	0	1	0	0	0.1	0	0	0	0.2	0
WBGene00006231	str-190	0	0	0.2	0	0.1	0.1	0	0	0.3	0.1	0.1	0.3	0.1	0.4	0.1	0.2	0
WBGene00006232	str-193	0	0	0	0	0	0	0	0	0.3	0	0.1	0	0	0	0	0	0
WBGene00006233	str-196	0	0	0.3	0	0.3	0.3	0.2	0	0.3	0	0.3	0	0	0.3	0.1	0.2	0
WBGene00006234	str-198	0.1	0	0.1	0.2	0.1	0	0	0	0.5	0	0	0.2	0	0	0	0.4	0
WBGene00006235	str-199	0	0	0.1	0.2	0.1	0	0	0	0.1	0	0.2	0	0	0	0	0.1	0
WBGene00006236	str-200	0	0	0	0	0.4	0	0	0	0.5	0	0.1	0	0	0	0	0	0
WBGene00006237	str-204	0.4	0	0.2	0.2	0.7	0.1	0.1	0	0.8	0.4	0.1	0.6	0.3	0.4	0.2	0.7	0
WBGene00006238	str-205	0	0	0	0	0.2	0	0.1	0	0.1	0	0	0	0	0	0	0	0
WBGene00006239	str-206	0	0	0.2	0	0.4	0	0	0	0.2	0	0.4	0	0.3	0.1	0	0.2	0
WBGene00006240	str-207	0	0	0	0	0.3	0	0	0	0.3	0	0	0.1	0.2	0	0	0.2	0
WBGene00006241	str-208	0	0	0	0	0.4	0	0.2	0	0.9	0	0.1	0	0	0	0	0.1	0
WBGene00006242	str-209	0	0	0	0	0.7	0	0	0	0.9	0	1	0.2	2	0.5	0	0.2	0.3
WBGene00006243	str-210	0	0	0	0	0	0	0	0	0.2	0	0.2	0	0.1	0	0	0	0
WBGene00006244	str-211	0	0	0.2	0	0.2	0	0.1	0	0.5	0	0.4	0	0.1	0	0	0.3	0
WBGene00006245	str-212	0	0	0	0	0	0	0	0	0.1	0	0	0	0.1	0	0	0	0
WBGene00006246	str-213	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0
WBGene00006247	str-214	0	0	0.1	0	0	0	0	0	0.1	0	0.1	0	0.1	0	0	0	0
WBGene00006248	str-216	0	0	0.1	0	0.1	0.1	0	0	0.3	0	0	0.1	0	0	0.1	0.1	0
WBGene00006249	str-217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00006250	str-219	0	0	0.1	0	0.4	0	0	0	0.2	0	0.3	0	0	0	0	0.3	0
WBGene00006251	str-220	0	0	0.2	0	0.5	0	0	0	0.6	0	0.7	0.2	0.1	0	0	0	0
WBGene00006252	str-221	0	0	0	0.2	0.1	0	0	0	0	0	0.1	0	0	0	0	0.2	0
WBGene00006253	str-222	0	0	0	0	1	0	0	0	0.3	0	0.1	0.2	0	0	0	0	0
WBGene00006254	str-223	0	0	0.1	0	0.1	0	0	0	0.6	0	0.1	0.1	0	0	0	0.3	0
WBGene00006255	str-224	2	0	0.4	0.1	2	0.1	0.2	0	2	2	0.5	2	1	1	0	2	1
WBGene00006256	str-225	0.5	0	0.1	0	0.9	0	0.1	0.1	2	0.6	1	0.4	1	2	0.2	0.4	1
WBGene00006257	str-226	0	0	0	0	0.3	0	0	0	0.3	0	0.2	0.3	0.4	0	0	0	0
WBGene00006258	str-227	0	0.2	0.1	0.3	3	0.2	0.1	0.1	5	0	0.3	0.3	0.3	0	0.3	1	0.2
WBGene00006259	str-228	0	0	0.1	0	0.3	0	0	0	0.4	0	0.5	0	0	0.5	0	0.2	0
WBGene00006260	str-229	0	0	0.1	0	0	0.1	0	0	0.1	0	0.4	0	0	0	0	0	0
WBGene00006261	str-230	0	0	0.1	0	0.3	0	0.2	0	0.1	0	0	0	0.2	0.1	0.3	0	0
WBGene00006262	str-231	0	0	0.6	0	0.9	0	0	0	1	0	0	0.1	0	0	0	0.4	0.1
WBGene00006263	str-232	0	0	0.3	0	0.2	0	0	0	0.3	0	0	0.2	0	0	0	0	0
WBGene00006264	str-233	0	0	0.3	0	0.4	0	0	0	0.8	0	0	0	0	0	0	0.2	0
WBGene00006265	str-236	0	0	0	0.1	0	0	0	0	0.2	0	0	0.1	0	0	0	0.1	0
WBGene00006266	str-238	0	0	0	0	0.3	0.1	0	0	0.7	0	0.2	0	0	0	0	0.1	0
WBGene00006267	str-239	0	0	0	0.4	0.1	0	0	0	0	0	0.1	0	0	0	0	0	0
WBGene00006268	str-240	0	0	0.1	0.1	0	0.1	0	0	0	0	0.2	0.4	0	0	0	0	0
WBGene00006269	str-242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00006270	str-243	0	0	0.1	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0
WBGene00006271	str-244	0	0	0.1	0	0.1	0	0	0	0.3	0	0	0	0	0	0	0	0
WBGene00006272	str-245	0	0	2	0.5	0.3	0.1	0.5	0.3	1	0.1	0.2	0.6	0.1	0	0.8	0.6	0.1
WBGene00006273	str-246	0	0.2	0	0	0.1	0	0	0	0	0	0	0.1	0	0	0	0	0
WBGene00006274	str-247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00006275	str-248	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0
WBGene00006276	str-249	1	0	0.1	0	0	0	0.2	0	0.2	0.1	0.2	0.9	0.1	0.5	0	0.1	0
WBGene00006277	str-250	0	0	0.3	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0
WBGene00006278	str-252	0	0	0.9	0	0.3	0	0	0	0.3	0	0.1	0	0	0.1	0.1	0.2	0
WBGene00006279	str-253	0	0	1	0	0.2	0.2	0.1	0	0.4	0	0	0.2	0	0	0	0.8	0
WBGene00006280	str-254	0	0	0.3	0	0.1	0	0	0	0.1	0	0.4	0	0	0	0	0.2	0
WBGene00006281	str-255	0	0	0	0	0.1	0	0	0	0.2	0	0	0	0.4	0	0	0.2	0.2
WBGene00006282	str-256	0	0	0	0	0.6	0	0	0	2	0	0.1	0	0	0	0	0.5	0
WBGene00006283	str-257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00006284	str-258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00006285	str-259	0.4	0	0	0.3	0.4	0.2	0.3	0	0.6	0.3	0.1	1	0.6	0.5	0.1	0.5	0
WBGene00006286	str-260	0	0	0.5	0.1	0.7	0.1	0.1	0	1	0	0.1	0	0	0	0.1	0.8	0
WBGene00006287	str-261	0	0	0.5	0	1	0.1	0.1	0	2	0	0	0.2	0.2	0.2	0	0.8	0.3
WBGene00006288	str-262	2	0	0.2	0	2	0	0.2	0	2	1	0	0.9	0	0.2	0	0	0
WBGene00006289	str-263	0	0	0.1	0	0.2	0	0	0	0.4	0	0	0	0	0	0	0	0
WBGene00006306	sue-1	5	0.7	50	26	24	5	2	1	29	0.9	0	12	0.6	0.3	2	18	2
WBGene00006307	suf-1	31	19	4	22	12	28	10	33	21	51	17	23	32	63	38	19	22
WBGene00006308	sul-1	5	0	0.3	3	2	2	1	0.6	0.9	8	2	5	5	7	0.8	3	4
WBGene00006309	sul-2	9	0.2	47	9	11	4	1	1	10	3	0.9	9	0.9	3	1	14	2
WBGene00006310	sul-3	0.3	0	4	2	4	5	1	0.5	2	0	0.1	1	0.1	0.2	3	0.9	0.2
WBGene00006311	sun-1	13	54	2	3	8	14	9	74	14	5	1	10	4	2	54	10	62
WBGene00006314	sup-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00006315	sup-6	0	1653	0.5	100	27	34	248	4	18	0	5	0.5	3	0.2	184	17	9
WBGene00006316	sup-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00006318	sup-9	10	0	6	5	4	1	1	0.4	4	5	0.7	9	2	2	0.6	3	3
WBGene00006319	sup-10	3	0	1	2	5	3	2	0.5	0.6	0.5	0	8	0	0.1	2	2	0.6
WBGene00006321	sup-12	179	0.4	194	45	32	16	8	4	29	125	11	139	19	128	6	22	29
WBGene00006324	sup-17	60	64	25	27	27	25	10	93	24	69	11	60	41	91	42	20	87
WBGene00006327	sup-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00006330	sup-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00006331	sup-26	319	12	1222	109	40	47	13	72	53	721	100	229	229	1189	6	55	209
WBGene00006333	sup-28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00006334	sup-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00006338	sup-33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00006342	sup-37	128	4	56	30	32	19	4	6	28	154	12	104	18	176	6	22	36
WBGene00006344	sup-39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00006349	sur-2	25	17	13	11	10	9	3	29	9	41	3	22	17	44	9	7	28
WBGene00006351	sur-5	15	6	50	42	51	130	38	28	36	16	2	18	4	11	103	30	10
WBGene00006352	sur-6	77	56	176	50	83	54	18	72	87	79	23	88	99	97	71	73	125
WBGene00006353	sur-7	21	6	47	17	19	21	12	17	14	21	6	20	14	16	13	16	18
WBGene00006359	swp-1	14	6	8	10	12	13	4	14	20	21	3	11	11	22	16	19	12
WBGene00006363	syd-1	45	0.3	24	9	5	3	1	0.5	7	10	0.1	38	0.4	3	0.6	5	2
WBGene00006364	syd-2	60	5	12	19	10	12	4	6	11	77	5	47	10	79	5	9	20
WBGene00006365	syg-1	78	0.6	21	11	9	7	2	1	8	60	2	48	4	43	2	6	7
WBGene00006366	sym-1	192	0.7	3	250	10	274	12	4	3	687	32	89	57	909	2	4	90
WBGene00006367	sym-2	111	0.2	17	48	25	78	6	3	12	141	11	62	10	94	3	10	22
WBGene00006368	sym-3	14	7	7	8	16	8	2	7	8	13	28	16	24	18	6	7	17
WBGene00006369	sym-4	31	12	25	26	22	22	7	20	17	27	3	34	15	25	10	14	25
WBGene00006371	syx-3	18	3	12	13	14	8	4	3	9	29	16	14	18	32	7	9	10
WBGene00006372	syx-2	36	0.4	345	11	30	9	3	3	22	13	0.7	29	2	7	3	14	3
WBGene00006373	syx-5	70	18	10	32	42	37	20	37	32	62	19	54	40	55	39	30	37
WBGene00006374	syx-4	3	20	0.2	2	4	8	4	44	5	1	6	4	12	3	25	5	41
WBGene00006375	syp-1	7	12	6	2	10	21	9	34	23	8	3	7	13	7	30	13	20
WBGene00006376	syp-2	8	31	2	3	9	11	8	31	14	7	2	6	7	4	37	9	15
WBGene00006377	syp-3	2	8	4	2	4	7	5	14	8	7	21	3	21	14	20	4	8
WBGene00006379	sys-1	13	3	2	5	3	4	1	13	3	52	9	8	31	75	7	2	28
WBGene00006380	tab-1	8	0	4	1	3	0.6	0.7	0.8	4	31	114	9	63	43	0.3	2	5
WBGene00006381	tac-1	47	40	7	31	22	23	15	76	17	54	603	31	197	61	36	27	180
WBGene00006382	taf-1	11	9	8	11	5	8	2	13	8	17	1	11	8	18	10	4	10
WBGene00006383	taf-2	7	9	7	5	5	6	2	14	4	8	4	4	13	9	6	4	19
WBGene00006384	taf-3	15	11	40	7	6	4	2	15	6	17	3	16	12	21	4	4	17
WBGene00006385	taf-4	17	9	11	8	11	9	5	18	11	17	16	12	25	19	11	10	26
WBGene00006386	taf-5	25	18	7	13	21	13	8	20	18	30	38	21	51	31	26	16	40
WBGene00006387	taf-6.1	5	16	7	3	4	5	3	22	4	5	23	7	22	10	10	4	25
WBGene00006388	taf-7.1	15	5	5	2	4	2	1	4	3	31	14	10	25	36	4	3	16
WBGene00006389	taf-7.2	6	37	3	6	11	6	9	28	9	10	71	12	52	12	20	10	46
WBGene00006390	taf-8	15	26	4	7	11	10	3	24	14	21	4	15	16	21	25	9	21
WBGene00006391	taf-9	63	45	9	22	19	16	9	60	24	77	121	37	90	68	31	18	88
WBGene00006392	taf-10	36	49	60	16	16	14	17	57	18	34	38	29	55	40	36	16	89
WBGene00006393	taf-11.1	11	12	4	4	5	4	2	15	3	14	41	8	65	22	4	5	58
WBGene00006394	taf-11.2	15	27	1	0.8	0.8	1	1	24	1	9	8	8	20	15	29	0.3	19
WBGene00006395	taf-11.3	9	12	1	2	5	5	4	8	8	8	14	7	18	11	8	5	15
WBGene00006396	taf-12	26	27	25	14	19	13	6	42	15	25	24	24	44	27	19	15	50
WBGene00006397	taf-13	91	56	50	40	42	38	51	76	35	110	351	65	187	98	79	45	99
WBGene00006399	tag-4	2	0	0.2	0	0.1	0	0.1	0	0.1	4	0.6	1	0.1	2	0	0	0.5
WBGene00006402	fut-3	23	28	16	14	18	11	8	39	23	29	9	21	21	28	38	15	31
WBGene00006404	tag-10	3	2	2	165	20	125	24	28	12	3	12	13	14	16	46	8	6
WBGene00006405	itsn-1	40	17	46	21	19	14	7	33	19	41	6	45	13	39	24	16	30
WBGene00006406	srgp-1	130	70	31	30	37	24	10	77	41	122	18	100	67	147	52	26	81
WBGene00006407	lim-9	87	1	169	55	79	45	21	11	44	17	0.4	105	0.9	5	27	32	5
WBGene00006408	tag-18	3	0.2	96	127	259	126	137	75	27	0.6	2	34	2	2	84	18	2
WBGene00006409	hdl-2	0.2	0.1	0	0	0	2	3	1	0	0.2	0.1	0.3	0	0.1	4	0	0.1
WBGene00006410	nck-1	98	13	47	39	30	33	18	22	26	83	65	85	76	82	13	24	58
